Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR24154805,2023-04-13 15:32:44,2023-04-13 14:19:12,82253877,24676163100,82253877,300,7294,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24154805/SRR24154805,SRX19952863,desmognathus_ocoee_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432478,PRJNA917174,,917174,SRS17300587,SAMN34166942,simple,179530,Desmognathus ocoee,Desmognathus ocoee,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620148,,public,2692BD5441096FC54FCD82C236F3ADED,74DC49FE24243C692A4F443B05FB1E40
SRR24154832,2023-04-13 15:32:44,2023-04-13 14:41:39,76320801,22896240300,76320801,300,6710,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24154832/SRR24154832,SRX19952890,desmognathus_orestes_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432479,PRJNA917175,,917175,SRS17300613,SAMN34166943,simple,179531,Desmognathus orestes,Desmognathus orestes,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620145,,public,8545723ECB49B3C9196F3B09864D4525,AC4D404F2C46A22EF748F2D1AFE705B7
SRR24154833,2023-04-13 18:28:21,2023-04-13 14:52:46,82721422,24816426600,82721422,300,7275,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24154833/SRR24154833,SRX19952891,desmognathus_folkertsi_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432480,PRJNA917164,,917164,SRS17300616,SAMN34166944,simple,279537,Desmognathus folkertsi,Desmognathus folkertsi,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620161,,public,DBBD0D0B7E2FDA95B5BD4E1B3271706E,E3E558A11A235BCF36595E52F0D06E2D
SRR24154870,2023-04-13 15:32:44,2023-04-13 14:43:56,76660740,22998222000,76660740,300,6932,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24154870/SRR24154870,SRX19952928,desmognathus_abditus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432483,PRJNA917153,,917153,SRS17300651,SAMN34166945,simple,503920,Desmognathus abditus,Desmognathus abditus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620164,,public,29536C65AEF0B77D3FEB43F27AD05445,0ACC62E281F58001353B596F7032DB6C
SRR24154871,2023-04-13 15:32:44,2023-04-13 14:42:41,76293872,22888161600,76293872,300,6904,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24154871/SRR24154871,SRX19952929,desmognathus_organi_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432484,PRJNA917176,,917176,SRS17300652,SAMN34166946,simple,1346618,Desmognathus organi,Desmognathus organi,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620165,,public,F85B9912329C9B09071314C87D16D2AE,603ADA00D1C343F278800F9B4BE9E4AF
SRR24155347,2023-04-13 18:28:21,2023-04-13 15:32:48,74986650,22495995000,74986650,300,6774,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155347/SRR24155347,SRX19953381,desmognathus_pascagoula_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432498,PRJNA917177,,917177,SRS17301106,SAMN34166948,simple,2981334,Desmognathus pascagoula,Desmognathus pascagoula,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620193,,public,3F0EDD678343535CF72C366CBA7DE543,9E0FD9DE2FEABF4AED92E0A714D0C0E8
SRR24155348,2023-04-13 18:28:21,2023-04-13 15:15:50,73179568,21953870400,73179568,300,6569,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155348/SRR24155348,SRX19953382,desmognathus_valentinei_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432499,PRJNA917181,,917181,SRS17301107,SAMN34166947,simple,2005549,Desmognathus valentinei,Desmognathus valentinei,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620197,,public,25EB0E43BF571C717D0D1A76BFAA701F,B789638FA0D48414AEBF3D0E62086F2D
SRR24155381,2023-04-13 18:28:21,2023-04-13 15:04:09,88237482,26471244600,88237482,300,8026,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155381/SRR24155381,SRX19953415,desmognathus_aeneus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432501,PRJNA917155,,917155,SRS17301138,SAMN34166930,simple,52096,Desmognathus aeneus,Desmognathus aeneus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620203,,public,5C90AB267A1429C001095047ABED4F3B,B5CA3866061C0802584DA79E2105E19B
SRR24155385,2023-04-13 18:28:21,2023-04-13 15:42:17,83765398,25129619400,83765398,300,7552,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155385/SRR24155385,SRX19953419,desmognathus_auriculatus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432502,PRJNA917159,,917159,SRS17301142,SAMN34166931,simple,52097,Desmognathus auriculatus,Desmognathus auriculatus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620214,,public,1E4238E3E1196EEBFC86C36872BFC6CB,93CBFF7D6E7AEC9C346FFCDF09172C13
SRR24155386,2023-04-13 18:28:21,2023-04-13 15:16:06,89738132,26921439600,89738132,300,8083,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155386/SRR24155386,SRX19953420,desmognathus_conanti_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432503,PRJNA917163,,917163,SRS17301143,SAMN34166932,simple,52099,Desmognathus conanti,Desmognathus conanti,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620218,,public,FBD7FF0DAB8CBFF8AF755ED259148C37,A6E864560C839303760EC5AD77A742B5
SRR24155387,2023-04-13 18:28:21,2023-04-13 16:05:35,93993654,28198096200,93993654,300,8521,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155387/SRR24155387,SRX19953421,desmognathus_fuscus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432504,PRJNA917165,,917165,SRS17301148,SAMN34166933,simple,52100,Desmognathus fuscus,Desmognathus fuscus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620219,,public,E84F508E23DEC6564797FF948E5984BB,D16E929F41011AE9862BF1A356E46B66
SRR24155949,2023-04-13 18:28:21,2023-04-13 16:15:47,66989702,20096910600,66989702,300,5912,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24155949/SRR24155949,SRX19953983,desmognathus_imitator_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432505,PRJNA917167,,917167,SRS17301709,SAMN34166934,simple,52101,Desmognathus imitator,Desmognathus imitator,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620226,,public,4775A3E11983F483920E2C87488C326F,22F55C3B62555A862B94F7FB48A4997C
SRR24156869,2023-04-13 18:28:24,2023-04-13 16:42:17,97602854,29280856200,97602854,300,8892,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24156869/SRR24156869,SRX19954879,desmognathus_marmoratus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432510,PRJNA917170,,917170,SRS17302604,SAMN34166935,simple,52102,Desmognathus marmoratus,Desmognathus marmoratus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620238,,public,1BADDA481B3742DF2FFDB4E117CF1D00,B8963FA66E2A15C3AFF8A156FD42B58C
SRR24157079,2023-04-13 18:28:26,2023-04-13 16:24:21,67031525,20109457500,67031525,300,5860,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24157079/SRR24157079,SRX19955089,desmognathus_santeetlah_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432512,PRJNA917180,,917180,SRS17302814,SAMN34166938,simple,52106,Desmognathus santeetlah,Desmognathus santeetlah,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620295,,public,A284DA7DB64E55491A3D2A1440F779A4,ACD16DB9E71FD580A6CF78258519EA1A
SRR24157081,2023-04-13 18:28:26,2023-04-13 16:42:19,87754216,26326264800,87754216,300,8053,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24157081/SRR24157081,SRX19955091,desmognathus_monticola_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432513,PRJNA917172,,917172,SRS17302816,SAMN34166936,simple,52103,Desmognathus monticola,Desmognathus monticola,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620300,,public,174DA073855BE3FD69A553DB6203C1BB,AEB0D0DE2C3E076E6E41D3D283C5405C
SRR24160864,2023-04-13 18:28:30,2023-04-13 17:07:09,100615140,30184542000,100615140,300,9097,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24160864/SRR24160864,SRX19958874,desmognathus_ochrophaeus_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432527,PRJNA917173,,917173,SRS17306571,SAMN34166937,simple,52104,Desmognathus ochrophaeus,Desmognathus ochrophaeus,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620323,,public,C23DDDC93AB9C088247C9B405F8DAC2F,180E9152133CEA11DC4269C74BC99A45
SRR24160871,2023-04-13 18:28:30,2023-04-13 16:50:15,89380528,26814158400,89380528,300,7913,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24160871/SRR24160871,SRX19958881,desmognathus_wrighti_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432528,PRJNA955199,,955199,SRS17306576,SAMN34166940,simple,52108,Desmognathus wrighti,Desmognathus wrighti,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620336,,public,31D47EFC3E0298A8FFFEBC6DE206F844,B280D9D3B7AC6390223239106492C578
SRR24160872,2023-04-13 18:28:30,2023-04-13 16:54:36,80320421,24096126300,80320421,300,7078,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24160872/SRR24160872,SRX19958882,desmognathus_welteri_000,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP432529,PRJNA917183,,917183,SRS17306577,SAMN34166939,simple,52107,Desmognathus welteri,Desmognathus welteri,,,,,not determined,,no,,,,,IRIDIAN GENOMES,SRA1620339,,public,82D96A793EA9E447F952644A60633B28,80370A4C915423C149C27D4B528765EF
SRR24163984,2023-04-13 22:40:18,2023-04-13 21:00:57,4644485,1393345500,4644485,300,431,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24163984/SRR24163984,SRX19961886,HNHB,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP432582,PRJNA955313,,955313,SRS17309402,SAMN34175034,simple,286646,Sinibrama melrosei,F,,,,,,,no,,,,,NANCHANG UNIVERSITY,SRA1620493,,public,7B159C8A1900232465B0A044085385C6,BAE3594FA11D430523A57DBDF1E3EAD6
SRR24138642,2023-04-12 04:10:58,2023-04-12 04:07:42,12288273,2457654600,12288273,200,1512,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138642/SRR24138642,SRX19937335,AF30_Norway_Atlantic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286112,SAMN34152203,simple,7950,Clupea harengus,AF30_Norway_Atlantic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,CDFF57A16CE6CAB114FD24AD94FA4818,A4F6258CEA10087DEAB068067E3DE7A7
SRR24138653,2023-04-12 04:10:58,2023-04-12 04:07:30,12921186,2584237200,12921186,200,1574,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138653/SRR24138653,SRX19937324,AF30_Norway_Atlantic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286112,SAMN34152203,simple,7950,Clupea harengus,AF30_Norway_Atlantic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,4B16801648E2BDCE6405CADA3D5F4D75,21803589C1C5724B42CFBE1D590FD259
SRR24138664,2023-04-12 04:09:44,2023-04-12 04:05:44,11191905,2238381000,11191905,200,1453,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138664/SRR24138664,SRX19937313,AF30_Norway_Atlantic_Spring_rg1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286112,SAMN34152203,simple,7950,Clupea harengus,AF30_Norway_Atlantic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,4D1FE2130555F4C4CDD3A119C6B86CEA,3D26880AF2A23F7841CB017612B82EB6
SRR24138674,2023-04-12 04:10:58,2023-04-12 04:07:32,10992546,2198509200,10992546,200,1328,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138674/SRR24138674,SRX19937303,AF8_Norway_Atlantic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286097,SAMN34152205,simple,7950,Clupea harengus,AF8_Norway_Atlantic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,37B03586D07CF0CB13566E7E06015A0A,546797F1CF76BE4381754D04FD2439C3
SRR24138685,2023-04-12 04:10:58,2023-04-12 04:07:24,11531258,2306251600,11531258,200,1385,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138685/SRR24138685,SRX19937292,AF8_Norway_Atlantic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286097,SAMN34152205,simple,7950,Clupea harengus,AF8_Norway_Atlantic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,E459DB985E45B741CA95B55721C548E6,CA718F4C7F4DD6E2FE8087E9BE8CED96
SRR24138665,2023-04-12 04:10:58,2023-04-12 04:07:57,14522478,2904495600,14522478,200,1757,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138665/SRR24138665,SRX19937312,BF18_HastKar_Baltic_Spring_rg5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286104,SAMN34152211,simple,7950,Clupea harengus,BF18_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,8A3FBD11E799E68850D25481C83772BC,D335721B0DE04F0DFCF52E7D70610778
SRR24138659,2023-04-12 04:09:44,2023-04-12 04:06:12,12620107,2524021400,12620107,200,1542,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138659/SRR24138659,SRX19937318,BF19_HastKar_Baltic_Spring_rg5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286114,SAMN34152212,simple,7950,Clupea harengus,BF19_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,335D62ABD931BC527903237EF7B96452,60DBAE1722252F571F0CADB88A6E9E3C
SRR24138660,2023-04-12 04:10:58,2023-04-12 04:07:40,11891492,2378298400,11891492,200,1544,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138660/SRR24138660,SRX19937317,BF19_HastKar_Baltic_Spring_rg4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286114,SAMN34152212,simple,7950,Clupea harengus,BF19_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,73492579837A37F3D0035D8B4F2188E2,252130E6E30504329E85E29B969FE40F
SRR24138661,2023-04-12 04:10:58,2023-04-12 04:08:36,12728095,2545619000,12728095,200,1555,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138661/SRR24138661,SRX19937316,BF19_HastKar_Baltic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286114,SAMN34152212,simple,7950,Clupea harengus,BF19_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,CDB5C1ED1742BE1C859E35E5095BA263,3BE502AA9372DBDA85BA44B5439A5A76
SRR24138662,2023-04-12 04:15:05,2023-04-12 04:10:43,13324480,2664896000,13324480,200,1618,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138662/SRR24138662,SRX19937315,BF19_HastKar_Baltic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286114,SAMN34152212,simple,7950,Clupea harengus,BF19_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,8A19D65038593577229CF326D8ECE310,544CF40051DCC12354435C7CAFD4FE32
SRR24138663,2023-04-12 04:10:58,2023-04-12 04:08:07,11721298,2344259600,11721298,200,1516,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138663/SRR24138663,SRX19937314,BF19_HastKar_Baltic_Spring_rg1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286114,SAMN34152212,simple,7950,Clupea harengus,BF19_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,1688220A265E99C1576A9CC84569D23F,8AB40CFE79810C02222C2E5A3E2B1DE0
SRR24138654,2023-04-12 04:09:44,2023-04-12 04:06:07,12158902,2431780400,12158902,200,1483,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138654/SRR24138654,SRX19937323,BF21_HastKar_Baltic_Spring_rg5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286115,SAMN34152213,simple,7950,Clupea harengus,BF21_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,245C1CD2F7079FFF96CD45B0D97FD34D,7EF484E2D3EBABCD2134CE81E57E47B1
SRR24138655,2023-04-12 04:10:58,2023-04-12 04:07:21,11392639,2278527800,11392639,200,1474,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138655/SRR24138655,SRX19937322,BF21_HastKar_Baltic_Spring_rg4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286115,SAMN34152213,simple,7950,Clupea harengus,BF21_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,3D66B7176F4628FB661D264B3AC0F1E2,04C43F272EDF8CB9EB966CFF5C2288AF
SRR24138656,2023-04-12 04:10:58,2023-04-12 04:09:01,12258512,2451702400,12258512,200,1494,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138656/SRR24138656,SRX19937321,BF21_HastKar_Baltic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286115,SAMN34152213,simple,7950,Clupea harengus,BF21_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,49C036F60D128FB8E0B6E63AC0405FE5,1E455EF530318CDC409C1C97A0024A46
SRR24138657,2023-04-12 04:10:58,2023-04-12 04:07:16,12945022,2589004400,12945022,200,1565,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138657/SRR24138657,SRX19937320,BF21_HastKar_Baltic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286115,SAMN34152213,simple,7950,Clupea harengus,BF21_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,F14D435BA7A63C4E269356C7FBAE7F9F,844605649C793DBE713D9292EBF8DDE4
SRR24138658,2023-04-12 04:10:58,2023-04-12 04:07:15,11223984,2244796800,11223984,200,1446,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138658/SRR24138658,SRX19937319,BF21_HastKar_Baltic_Spring_rg1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286115,SAMN34152213,simple,7950,Clupea harengus,BF21_HastKar_Baltic_Spring,,,,,female,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,850C7C1C934A211289132E4F22251A34,ADE7CE6F2F210EDB8D8FB363D95B77FF
SRR24138648,2023-04-12 04:10:58,2023-04-12 04:08:11,10873396,2174679200,10873396,200,1304,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138648/SRR24138648,SRX19937329,BM14_HastKar_Baltic_Spring_rg5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286116,SAMN34152214,simple,7950,Clupea harengus,BM14_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,649F6E6C0B51BB460719CFDCF14745B8,4C287143CC4B29FD68B0B381A684D806
SRR24138649,2023-04-12 04:10:58,2023-04-12 04:06:18,10274935,2054987000,10274935,200,1313,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138649/SRR24138649,SRX19937328,BM14_HastKar_Baltic_Spring_rg4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286116,SAMN34152214,simple,7950,Clupea harengus,BM14_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,EA9C85159B66E8F8DF59B718B932F6DC,95380757BB42BE9B3881E207937944F3
SRR24138650,2023-04-12 04:10:58,2023-04-12 04:07:01,10958656,2191731200,10958656,200,1313,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138650/SRR24138650,SRX19937327,BM14_HastKar_Baltic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286116,SAMN34152214,simple,7950,Clupea harengus,BM14_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,FCD761D2817497D1CAD8157C80767B22,14B40C2F1F30CF0B1A656B34ECDC503F
SRR24138651,2023-04-12 04:10:58,2023-04-12 04:07:17,11493982,2298796400,11493982,200,1372,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138651/SRR24138651,SRX19937326,BM14_HastKar_Baltic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286116,SAMN34152214,simple,7950,Clupea harengus,BM14_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,197C568C46C9483560E3010B9EE4FAB6,DB03EAB6876ADBD04FE41CFD7247E7FD
SRR24138652,2023-04-12 04:10:58,2023-04-12 04:06:44,10096941,2019388200,10096941,200,1285,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138652/SRR24138652,SRX19937325,BM14_HastKar_Baltic_Spring_rg1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286116,SAMN34152214,simple,7950,Clupea harengus,BM14_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,39254B458ACE5D74D9537BBE602AC243,02CD45AD0246D8CF7AB420209E4F1211
SRR24138643,2023-04-12 04:10:58,2023-04-12 04:09:14,13003869,2600773800,13003869,200,1563,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138643/SRR24138643,SRX19937334,BM15_HastKar_Baltic_Spring_rg5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286117,SAMN34152215,simple,7950,Clupea harengus,BM15_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,0BE5ECEB3876CD083DEF36EA04D98561,A9912429B553E4FB296CA298F95BF7EC
SRR24138644,2023-04-12 04:10:58,2023-04-12 04:08:09,12162211,2432442200,12162211,200,1559,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138644/SRR24138644,SRX19937333,BM15_HastKar_Baltic_Spring_rg4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286117,SAMN34152215,simple,7950,Clupea harengus,BM15_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,545EF0EA3F52096952CFCFBCEBDCEC59,B2FAE608B2D96A4018CAB543EDF6BE54
SRR24138645,2023-04-12 04:10:58,2023-04-12 04:08:51,13138647,2627729400,13138647,200,1579,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138645/SRR24138645,SRX19937332,BM15_HastKar_Baltic_Spring_rg3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286117,SAMN34152215,simple,7950,Clupea harengus,BM15_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,987131B30DC9019CA89AFDA3B95B05B7,C192842CC353AAF137033575DA0A6F2A
SRR24138646,2023-04-12 04:10:58,2023-04-12 04:07:25,13792134,2758426800,13792134,200,1651,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR24138646/SRR24138646,SRX19937331,BM15_HastKar_Baltic_Spring_rg2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP269168,PRJNA642736,,642736,SRS17286117,SAMN34152215,simple,7950,Clupea harengus,BM15_HastKar_Baltic_Spring,,,,,male,,no,,,,,UPPSALA UNIVERSITY,SRA1619254,,public,C360295F673FF5072C398A8B094DCF73,C24BB107C870A3CFEE9C6C2E5CC58817
